"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"29033","Carroll, MO","4","CA6N","100","113-115","      Forestry, fishing, and related activities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2165,2419,2477,2423,2554
"29033","Carroll, MO","4","CA6N","101","113","        Forestry and logging","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,0,"(D)","(D)","(D)","(D)",0
"29033","Carroll, MO","4","CA6N","102","114","        Fishing, hunting and trapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","103","115","        Support activities for agriculture and forestry","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2554
"29033","Carroll, MO","4","CA6N","200","21","      Mining, quarrying, and oil and gas extraction","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,0,0
"29033","Carroll, MO","4","CA6N","201","211","        Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","202","212","        Mining (except oil and gas)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,0,0
"29033","Carroll, MO","4","CA6N","203","213","        Support activities for mining",0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)",0,0,0,0,0
"29033","Carroll, MO","4","CA6N","300","22","      Utilities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(D)"
"29033","Carroll, MO","4","CA6N","400","23","      Construction",5467,4655,5593,5891,5887,8799,9916,12924,11315,9250,7787,8411,11941,11400,12156
"29033","Carroll, MO","4","CA6N","401","236","        Construction of buildings",708,541,259,286,573,952,"(D)","(D)","(D)","(D)","(D)",222,"(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","402","237","        Heavy and civil engineering construction",3556,2908,3715,4471,3643,5284,"(D)","(D)","(D)",5848,"(D)",3644,"(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","403","238","        Specialty trade contractors",1203,1206,1619,1134,1671,2563,2809,3138,"(D)","(D)",4326,4545,6830,7757,5960
"29033","Carroll, MO","4","CA6N","500","31-33","      Manufacturing",11756,11772,11735,10674,10883,10763,9922,11453,9920,9639,9035,7352,8327,8990,9293
"29033","Carroll, MO","4","CA6N","510","321,327-339","        Durable goods manufacturing",11281,11249,11520,10553,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",4601,5053,5194
"29033","Carroll, MO","4","CA6N","511","321","          Wood product manufacturing",4704,4467,4286,2794,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",3176,2783
"29033","Carroll, MO","4","CA6N","512","327","          Nonmetallic mineral product manufacturing","(D)","(D)","(D)","(D)","(D)",0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","513","331","          Primary metal manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","514","332","          Fabricated metal product manufacturing",0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)",0,"(D)","(D)"
"29033","Carroll, MO","4","CA6N","515","333","          Machinery manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1643,"(D)"
"29033","Carroll, MO","4","CA6N","516","334","          Computer and electronic product manufacturing",0,"(D)","(D)","(D)",0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","517","335","          Electrical equipment, appliance, and component manufacturing","(D)","(D)","(D)",0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","518","3361-3363","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,0,0
"29033","Carroll, MO","4","CA6N","519","3364-3369","          Other transportation equipment manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","521","337","          Furniture and related product manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","522","339","          Miscellaneous manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","530","311-316,322-326","        Nondurable goods manufacturing",475,523,215,121,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",3726,3937,4099
"29033","Carroll, MO","4","CA6N","531","311","          Food manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","532","312","          Beverage and tobacco product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","533","313","          Textile mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","534","314","          Textile product mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","535","315","          Apparel manufacturing","(D)","(D)","(D)",0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","536","316","          Leather and allied product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","537","322","          Paper manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","538","323","          Printing and related support activities","(D)","(D)","(D)",0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","539","324","          Petroleum and coal products manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","541","325","          Chemical manufacturing",0,0,0,"(D)","(D)",0,0,1972,2822,"(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","542","326","          Plastics and rubber products manufacturing",0,0,0,0,0,0,0,0,0,0,0,"(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","600","42","      Wholesale trade",3915,4663,5129,4406,4636,4191,3740,1831,2878,3646,3748,4149,3834,3987,5546
"29033","Carroll, MO","4","CA6N","700","44-45","      Retail trade",6163,6022,6422,6769,7025,7523,7930,8010,8527,8787,8538,7043,7353,7008,7096
"29033","Carroll, MO","4","CA6N","701","441","        Motor vehicle and parts dealers",627,530,565,557,537,502,305,262,213,199,191,204,221,185,"(D)"
"29033","Carroll, MO","4","CA6N","702","442","        Furniture and home furnishings stores","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","703","443","        Electronics and appliance stores","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","704","444","        Building material and garden equipment and supplies dealers",1731,1687,1925,2100,2240,2234,2533,2323,2997,3320,3112,1476,1441,1450,1251
"29033","Carroll, MO","4","CA6N","705","445","        Food and beverage stores",1398,1395,"(D)","(D)","(D)","(D)","(D)",1534,1516,1546,1417,1481,1654,1499,1699
"29033","Carroll, MO","4","CA6N","706","446","        Health and personal care stores","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","707","447","        Gasoline stations",861,849,775,697,725,835,919,1029,1079,886,904,994,1023,1034,1115
"29033","Carroll, MO","4","CA6N","708","448","        Clothing and clothing accessories stores",147,137,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","709","451","        Sporting goods, hobby, musical instrument, and book stores","(D)",0,0,0,0,0,0,0,0,0,0,0,0,0,"(D)"
"29033","Carroll, MO","4","CA6N","711","452","        General merchandise stores",379,354,370,392,387,398,414,443,440,443,442,497,594,581,570
"29033","Carroll, MO","4","CA6N","712","453","        Miscellaneous store retailers",62,53,76,80,97,77,77,68,71,"(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","713","454","        Nonstore retailers","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","800","48-49","      Transportation and warehousing",1915,2265,2404,2392,2796,2675,3010,2924,2905,2727,3112,4777,5160,6163,"(D)"
"29033","Carroll, MO","4","CA6N","801","481","        Air transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","802","482","        Rail transportation",1321,1481,1562,1521,1567,1639,1800,1838,2039,1825,1780,1894,2002,2391,2449
"29033","Carroll, MO","4","CA6N","803","483","        Water transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","804","484","        Truck transportation",412,536,658,697,1045,757,799,770,619,637,"(D)","(D)","(D)",1552,442
"29033","Carroll, MO","4","CA6N","805","485","        Transit and ground passenger transportation","(D)","(D)",0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","806","486","        Pipeline transportation","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,"(D)","(D)"
"29033","Carroll, MO","4","CA6N","807","487","        Scenic and sightseeing transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","808","488","        Support activities for transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","809","492","        Couriers and messengers","(D)","(D)",0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","811","493","        Warehousing and storage","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","900","51","      Information",2157,2159,2420,2384,2309,2216,2247,2185,2277,2325,2211,2024,1842,1945,"(D)"
"29033","Carroll, MO","4","CA6N","901","511","        Publishing industries (except Internet)",527,535,698,794,699,632,"(D)",601,709,639,552,"(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","902","512","        Motion picture and sound recording industries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","903","515","        Broadcasting (except Internet)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","904","516","        Internet publishing and broadcasting 4/",0,0,0,0,0,0,"(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"29033","Carroll, MO","4","CA6N","905","517","        Telecommunications",312,320,284,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","906","518","        Data processing, hosting, and related services","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,0
"29033","Carroll, MO","4","CA6N","907","519","        Other information services 4/",0,0,0,0,0,0,"(D)","(D)","(D)",0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","1000","52","      Finance and insurance",4794,5161,4856,5600,5803,6433,6512,6829,6243,6385,6019,5900,6428,6321,7243
"29033","Carroll, MO","4","CA6N","1001","521","        Monetary Authorities-central bank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","1002","522","        Credit intermediation and related activities",3712,3906,3949,4090,"(D)",4706,4906,5233,4589,4501,4125,4113,4678,4856,5888
"29033","Carroll, MO","4","CA6N","1003","523","        Securities, commodity contracts, and other financial investments and related activities",0,0,0,0,0,"(D)","(D)","(D)",0,0,"(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1004","524","        Insurance carriers and related activities",1082,1255,907,1510,"(D)","(D)","(D)","(D)",1654,1884,"(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1005","525","        Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","1100","53","      Real estate and rental and leasing",207,163,159,122,131,157,158,156,236,226,167,181,185,197,240
"29033","Carroll, MO","4","CA6N","1101","531","        Real estate","(D)","(D)","(D)","(D)","(D)",52,"(L)",54,91,123,"(D)","(D)","(D)","(D)",151
"29033","Carroll, MO","4","CA6N","1102","532","        Rental and leasing services","(D)","(D)","(D)","(D)","(D)",105,110,102,145,103,"(D)","(D)","(D)","(D)",89
"29033","Carroll, MO","4","CA6N","1103","533","        Lessors of nonfinancial intangible assets (except copyrighted works)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","1200","54","      Professional, scientific, and technical services",916,831,795,689,839,1133,1904,"(D)","(D)",1607,1743,990,1040,1640,1951
"29033","Carroll, MO","4","CA6N","1300","55","      Management of companies and enterprises","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1400","56","      Administrative and support and waste management and remediation services","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2743,2302,"(D)","(D)","(D)","(D)","(D)",938
"29033","Carroll, MO","4","CA6N","1401","561","        Administrative and support services","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2302,"(D)","(D)","(D)","(D)","(D)",938
"29033","Carroll, MO","4","CA6N","1402","562","        Waste management and remediation services","(D)","(D)","(D)",0,0,0,"(D)","(D)",0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","1500","61","      Educational services",71,101,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1600","62","      Health care and social assistance",7003,7760,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1601","621","        Ambulatory health care services","(D)","(D)",720,818,928,1047,1129,1191,1478,2159,2245,2345,1752,2048,2184
"29033","Carroll, MO","4","CA6N","1602","622","        Hospitals","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1603","623","        Nursing and residential care facilities",2927,3298,3368,3452,3499,3783,4101,4248,4601,4519,4350,4491,4626,4831,4772
"29033","Carroll, MO","4","CA6N","1604","624","        Social assistance",428,506,518,754,919,875,731,739,799,510,522,515,659,655,1017
"29033","Carroll, MO","4","CA6N","1700","71","      Arts, entertainment, and recreation",331,366,415,454,448,468,463,"(D)","(D)",466,455,535,524,564,"(D)"
"29033","Carroll, MO","4","CA6N","1701","711","        Performing arts, spectator sports, and related industries","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1702","712","        Museums, historical sites, and similar institutions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","Carroll, MO","4","CA6N","1703","713","        Amusement, gambling, and recreation industries","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1800","72","      Accommodation and food services",1438,1453,1230,1274,1242,1474,1491,"(D)","(D)",1274,1291,1215,2089,2232,"(D)"
"29033","Carroll, MO","4","CA6N","1801","721","        Accommodation","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1802","722","        Food services and drinking places","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1173,1237,"(D)","(D)","(D)","(D)","(D)",2297
"29033","Carroll, MO","4","CA6N","1900","81","      Other services (except public administration)",4749,4783,4902,4971,4705,4882,4792,4855,4936,5014,5161,5168,5409,5654,5498
"29033","Carroll, MO","4","CA6N","1901","811","        Repair and maintenance",1216,1094,1003,864,711,742,623,574,636,720,852,799,832,885,646
"29033","Carroll, MO","4","CA6N","1902","812","        Personal and laundry services",937,"(D)","(D)",994,854,908,940,949,949,1009,1039,1085,1241,1321,1303
"29033","Carroll, MO","4","CA6N","1903","813","        Religious, grantmaking, civic, professional, and similar organizations","(D)","(D)","(D)",2761,2794,2875,2863,2959,3028,3002,2974,3026,"(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","1904","814","        Private households","(D)",317,341,352,346,357,366,373,323,283,296,258,"(D)","(D)","(D)"
"29033","Carroll, MO","4","CA6N","2000","...","    Government and government enterprises",20975,21804,23386,24211,25337,26682,27534,28268,28663,29977,28950,28027,27989,27822,28710
"29033","Carroll, MO","4","CA6N","2001","...","      Federal, civilian",2620,2748,2814,2961,3091,3261,3047,3155,3285,3371,3100,2887,2836,2844,3013
"29033","Carroll, MO","4","CA6N","2002","...","      Military",528,704,1037,1135,1212,1134,1238,1359,1528,1273,1146,1043,1009,918,878
"29033","Carroll, MO","4","CA6N","2010","...","      State and local",17827,18352,19535,20115,21034,22287,23249,23754,23850,25333,24704,24097,24144,24060,24819
"29033","Carroll, MO","4","CA6N","2011","...","        State government",1624,1394,1531,1667,1732,1759,1996,1964,1922,1931,1697,1404,1488,1400,1452
"29033","Carroll, MO","4","CA6N","2012","...","        Local government",16203,16958,18004,18448,19302,20528,21253,21790,21928,23402,23007,22693,22656,22660,23367
"29035","Carter, MO","4","CA6N","1","...","Compensation of employees (thousands of dollars) 1/",35185,38829,41617,45075,45741,46823,46979,51293,53688,56547,53899,54954,56795,56521,57473
"29035","Carter, MO","4","CA6N","5","...","  Wages and salaries",26787,29349,31304,33787,33733,34464,34667,38087,39678,41277,39459,40613,41991,42186,42757
"29035","Carter, MO","4","CA6N","6","...","  Supplements to wages and salaries",8398,9480,10313,11288,12008,12359,12312,13206,14010,15270,14440,14341,14804,14335,14716
"29035","Carter, MO","4","CA6N","7","...","    Employer contributions for employee pension and insurance funds 2/",6490,7358,8005,8794,9350,9623,9602,10205,10809,11949,11135,11014,11346,10921,11211
"29035","Carter, MO","4","CA6N","8","...","    Employer contributions for government social insurance",1908,2122,2308,2494,2658,2736,2710,3001,3201,3321,3305,3327,3458,3414,3505
"29035","Carter, MO","4","CA6N","9","...","Average compensation per job (dollars) 3/",25814,26271,27689,28950,29340,30150,30705,33286,34660,35320,35367,37131,36360,36512,37663
"29035","Carter, MO","4","CA6N","81","111-112","  Farm compensation",229,220,230,188,211,177,258,221,228,209,206,284,191,251,226
"29035","Carter, MO","4","CA6N","82","...","  Nonfarm compensation",34956,38609,41387,44887,45530,46646,46721,51072,53460,56338,53693,54670,56604,56270,57247
"29035","Carter, MO","4","CA6N","90","113-814","    Private nonfarm compensation",18725,22000,23820,26749,26361,27232,27377,30231,31476,33060,31958,32464,35503,35280,35496
"29035","Carter, MO","4","CA6N","100","113-115","      Forestry, fishing, and related activities",495,398,453,534,612,364,339,178,96,"(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","101","113","        Forestry and logging","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","102","114","        Fishing, hunting and trapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","103","115","        Support activities for agriculture and forestry","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","200","21","      Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","201","211","        Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","202","212","        Mining (except oil and gas)",0,0,0,0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","203","213","        Support activities for mining",0,0,0,0,0,0,0,0,0,0,0,0,0,"(D)","(D)"
"29035","Carter, MO","4","CA6N","300","22","      Utilities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","400","23","      Construction",761,1491,1421,1513,1685,2012,2309,5124,5685,5550,5107,"(D)","(D)",6891,6195
"29035","Carter, MO","4","CA6N","401","236","        Construction of buildings","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","402","237","        Heavy and civil engineering construction","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",4323,3899,4211,5139,5152,4232
"29035","Carter, MO","4","CA6N","403","238","        Specialty trade contractors",717,667,592,781,988,1131,1210,"(D)",899,"(D)","(D)",1138,1182,"(D)","(D)"
"29035","Carter, MO","4","CA6N","500","31-33","      Manufacturing",5106,5744,6134,5795,6084,6557,6283,6551,6149,6329,5902,5771,6134,6387,6536
"29035","Carter, MO","4","CA6N","510","321,327-339","        Durable goods manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",3241,3236,3191
"29035","Carter, MO","4","CA6N","511","321","          Wood product manufacturing",3353,3725,3847,3689,3774,4050,3877,4212,3362,3440,3071,2811,3050,3040,2985
"29035","Carter, MO","4","CA6N","512","327","          Nonmetallic mineral product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","513","331","          Primary metal manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","514","332","          Fabricated metal product manufacturing",0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","515","333","          Machinery manufacturing","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","516","334","          Computer and electronic product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","517","335","          Electrical equipment, appliance, and component manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","518","3361-3363","          Motor vehicles, bodies and trailers, and parts manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","519","3364-3369","          Other transportation equipment manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","521","337","          Furniture and related product manufacturing",0,0,0,"(D)","(D)",0,0,0,0,0,0,"(D)","(D)","(D)",0
"29035","Carter, MO","4","CA6N","522","339","          Miscellaneous manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,"(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","530","311-316,322-326","        Nondurable goods manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2893,3151,3345
"29035","Carter, MO","4","CA6N","531","311","          Food manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","532","312","          Beverage and tobacco product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","533","313","          Textile mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","534","314","          Textile product mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","535","315","          Apparel manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","536","316","          Leather and allied product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","537","322","          Paper manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","538","323","          Printing and related support activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","539","324","          Petroleum and coal products manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","541","325","          Chemical manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","542","326","          Plastics and rubber products manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","600","42","      Wholesale trade","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","700","44-45","      Retail trade",2272,2554,2986,3509,3797,3947,4238,3605,3666,3664,4108,4230,4237,4218,4203
"29035","Carter, MO","4","CA6N","701","441","        Motor vehicle and parts dealers",377,404,395,403,403,409,436,474,479,349,364,229,215,213,232
"29035","Carter, MO","4","CA6N","702","442","        Furniture and home furnishings stores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","703","443","        Electronics and appliance stores",0,0,0,0,"(D)",0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","704","444","        Building material and garden equipment and supplies dealers",0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)",931,1004,974,915
"29035","Carter, MO","4","CA6N","705","445","        Food and beverage stores",848,874,993,1256,1275,1361,1451,1438,1453,1648,1554,1577,1627,1623,1675
"29035","Carter, MO","4","CA6N","706","446","        Health and personal care stores",0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","707","447","        Gasoline stations",578,631,866,749,627,543,540,480,412,"(D)",303,315,309,"(D)","(D)"
"29035","Carter, MO","4","CA6N","708","448","        Clothing and clothing accessories stores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","709","451","        Sporting goods, hobby, musical instrument, and book stores",0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","711","452","        General merchandise stores","(D)","(D)",221,237,295,332,342,402,481,"(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","712","453","        Miscellaneous store retailers",160,291,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","713","454","        Nonstore retailers","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"29035","Carter, MO","4","CA6N","800","48-49","      Transportation and warehousing",1705,1828,2226,2491,2867,2801,2534,2882,2861,3163,3419,3332,3469,3069,3338
"29035","Carter, MO","4","CA6N","801","481","        Air transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","Carter, MO","4","CA6N","802","482","        Rail transportation",490,567,685,743,1120,1042,1063,1277,1207,1375,1649,1712,1642,1482,1528
"29035","Carter, MO","4","CA6N","803","483","        Water transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
